hebrew_word,lemma,transliteration,english_translation,parsing_abbreviation,strongs_number,book,chapter,ordinal
לְמַ֥עַן,H4616,lə·ma·‘an,that,Conj,H4616,Habakkuk,2,198
יָר֖וּץ,H7323,yā·rūṣ,he may run,V‑Qal‑Imperf‑3ms,H7323,Habakkuk,2,199
ק֥וֹרֵא,H7121,qō·w·rê,who reads,V‑Qal‑Prtcpl‑ms,H7121,Habakkuk,2,200
ע֤וֹד,H5750,‘ō·wḏ,yet,Adv,H5750,Habakkuk,2,201
חָזוֹן֙,H2377,ḥā·zō·wn,the vision [is],N‑ms,H2377,Habakkuk,2,202
לַמּוֹעֵ֔ד,H4150,"lam·mō·w·‘êḏ,",for an appointed time,"Prep‑l, Art | N‑ms",H4150,Habakkuk,2,203
וְיָפֵ֥חַ,H6315,wə·yā·p̄ê·aḥ,but it will speak,Conj‑w | V‑Hifil‑ConjImperf.Jus‑3ms,H6315,Habakkuk,2,204
לַקֵּ֖ץ,H7093,laq·qêṣ,at the end,"Prep‑l, Art | N‑ms",H7093,Habakkuk,2,205
וְלֹ֣א,H3808,wə·lō,and not,Conj‑w | Adv‑NegPrt,H3808,Habakkuk,2,206
יְכַזֵּ֑ב,H3576,yə·ḵaz·zêḇ;,it will lie,V‑Piel‑Imperf‑3ms,H3576,Habakkuk,2,207
אִם־,H518,’im-,Though,Conj,H518,Habakkuk,2,208
יִתְמַהְמָהּ֙,H4102,yiṯ·mah·māh,it tarries,V‑Hitpael‑Imperf‑3ms,H4102,Habakkuk,2,209
חַכֵּה־,H2442,ḥak·kêh-,wait,V‑Piel‑Imp‑ms,H2442,Habakkuk,2,210
כִּֽי־,H3588,kî-,because,Conj,H3588,Habakkuk,2,211
בֹ֥א,H935,ḇō,surely,V‑Qal‑InfAbs,H935,Habakkuk,2,212
יָבֹ֖א,H935,yā·ḇō,it will come,V‑Qal‑Imperf‑3ms,H935,Habakkuk,2,213
לֹ֥א,H3808,lō,not,Adv‑NegPrt,H3808,Habakkuk,2,214
יְאַחֵֽר׃,H309,yə·’a·ḥêr.,it will tarry,V‑Piel‑Imperf‑3ms,H309,Habakkuk,2,215
עֻפְּלָ֔ה,H6075,"‘up·pə·lāh,",the proud,V‑Pual‑Perf‑3fs,H6075,Habakkuk,2,216
לֹא־,H3808,lō-,not,Adv‑NegPrt,H3808,Habakkuk,2,217
יָשְׁרָ֥ה,H3474,yā·šə·rāh,is upright,V‑Qal‑Perf‑3fs,H3474,Habakkuk,2,218
נַפְשׁ֖וֹ,H5315,nap̄·šōw,His soul,N‑fsc | 3ms,H5315,Habakkuk,2,219
וְצַדִּ֖יק,H6662,wə·ṣad·dîq,but the just,Conj‑w | Adj‑ms,H6662,Habakkuk,2,220
בֶּאֱמוּנָת֥וֹ,H530,be·’ĕ·mū·nā·ṯōw,by his faith,Prep‑b | N‑fsc | 3ms,H530,Habakkuk,2,221
יִחְיֶֽה׃,H2421,yiḥ·yeh.,shall live,V‑Qal‑Imperf‑3ms,H2421,Habakkuk,2,222
כִּֽי־,H3588,kî-,because,Conj,H3588,Habakkuk,2,223
הַיַּ֣יִן,H3196,hay·ya·yin,by wine,Art | N‑ms,H3196,Habakkuk,2,224
בּוֹגֵ֔ד,H898,"bō·w·ḡêḏ,",he transgresses,V‑Qal‑Prtcpl‑ms,H898,Habakkuk,2,225
גֶּ֥בֶר,H1397,ge·ḇer,[He is] a man,N‑ms,H1397,Habakkuk,2,226
יָהִ֖יר,H3093,yā·hîr,proud,Adj‑ms,H3093,Habakkuk,2,227
וְלֹ֣א,H3808,wə·lō,and not,Conj‑w | Adv‑NegPrt,H3808,Habakkuk,2,228
יִנְוֶ֑ה,H5115,yin·weh;,he does stay at home,V‑Qal‑Imperf‑3ms,H5115,Habakkuk,2,229
אֲשֶׁר֩,H834,’ă·šer,because,Pro‑r,H834,Habakkuk,2,230
הִרְחִ֨יב,H7337,hir·ḥîḇ,he enlarges,V‑Hifil‑Perf‑3ms,H7337,Habakkuk,2,231
כִּשְׁא֜וֹל,H7585,kiš·’ō·wl,as hell,Prep‑k | N‑cs,H7585,Habakkuk,2,232
נַפְשׁ֗וֹ,H5315,"nap̄·šōw,",his desire,N‑fsc | 3ms,H5315,Habakkuk,2,233
וְה֤וּא,H1931,wə·hū,and he [is],Conj‑w | Pro‑3ms,H1931,Habakkuk,2,234
כַמָּ֙וֶת֙,H4194,ḵam·mā·weṯ,like death,"Prep‑k, Art | N‑ms",H4194,Habakkuk,2,235
וְלֹ֣א,H3808,wə·lō,and cannot,Conj‑w | Adv‑NegPrt,H3808,Habakkuk,2,236
יִשְׂבָּ֔ע,H7646,"yiś·bā‘,",be satisfied,V‑Qal‑Imperf‑3ms,H7646,Habakkuk,2,237
וַיֶּאֱסֹ֤ף,H622,way·ye·’ĕ·sōp̄,and He gathers,Conj‑w | V‑Qal‑ConsecImperf‑3ms,H622,Habakkuk,2,238
אֵלָיו֙,H413,’ê·lāw,to himself,Prep | 3ms,H413,Habakkuk,2,239
כָּל־,H3605,kāl-,all,N‑msc,H3605,Habakkuk,2,240
הַגּוֹיִ֔ם,H1471,"hag·gō·w·yim,",nations,Art | N‑mp,H1471,Habakkuk,2,241
וַיִּקְבֹּ֥ץ,H6908,way·yiq·bōṣ,and heaps up,Conj‑w | V‑Qal‑ConsecImperf‑3ms,H6908,Habakkuk,2,242
אֵלָ֖יו,H413,’ê·lāw,for himself,Prep | 3ms,H413,Habakkuk,2,243
כָּל־,H3605,kāl-,all,N‑msc,H3605,Habakkuk,2,244
הָעַמִּֽים׃,H5971,hā·‘am·mîm.,peoples,Art | N‑mp,H5971,Habakkuk,2,245
אֵ֣לֶּה,H428,’êl·leh,these,Pro‑cp,H428,Habakkuk,2,246
כֻלָּ֗ם,H3605,"ḵul·lām,",all,N‑msc | 3mp,H3605,Habakkuk,2,247
עָלָיו֙,H5921,‘ā·lāw,against him,Prep | 3ms,H5921,Habakkuk,2,248
מָשָׁ֣ל,H4912,mā·šāl,a proverb,N‑ms,H4912,Habakkuk,2,249
יִשָּׂ֔אוּ,H5375,"yiś·śā·’ū,",take up,V‑Qal‑Imperf‑3mp,H5375,Habakkuk,2,250
וּמְלִיצָ֖ה,H4426,ū·mə·lî·ṣāh,and taunting,Conj‑w | N‑fs,H4426,Habakkuk,2,251
חִיד֣וֹת,H2420,ḥî·ḏō·wṯ,a riddle,N‑fp,H2420,Habakkuk,2,252
וְיֹאמַ֗ר,H559,"wə·yō·mar,",and say,Conj‑w | V‑Qal‑ConjImperf‑3ms,H559,Habakkuk,2,253
ה֚וֹי,H1945,hō·w,Woe,Interjection,H1945,Habakkuk,2,254
הַמַּרְבֶּ֣ה,H7235,ham·mar·beh,to him who increases,Art | V‑Hifil‑Prtcpl‑ms,H7235,Habakkuk,2,255
לֹּא־,H3808,lō-,not,Adv‑NegPrt,H3808,Habakkuk,2,256
עַד־,H5704,‘aḏ-,how,Prep,H5704,Habakkuk,2,257
מָתַ֕י,H4970,mā·ṯay,long,Interrog,H4970,Habakkuk,2,258
וּמַכְבִּ֥יד,H3513,ū·maḵ·bîḏ,and who loads himself,Conj‑w | V‑Hifil‑Prtcpl‑ms,H3513,Habakkuk,2,259
עָלָ֖יו,H5921,‘ā·lāw,to him,Prep | 3ms,H5921,Habakkuk,2,260
עַבְטִֽיט׃,H5671,‘aḇ·ṭîṭ.,with many pledges,N‑ms,H5671,Habakkuk,2,261
פֶ֗תַע,H6621,"p̄e·ṯa‘,",suddenly,Adv,H6621,Habakkuk,2,262
יָק֙וּמוּ֙,H6965,yā·qū·mū,rise up,V‑Qal‑Imperf‑3mp,H6965,Habakkuk,2,263
נֹשְׁכֶ֔יךָ,H5391,"nō·šə·ḵe·ḵā,",your creditors,V‑Qal‑Prtcpl‑mpc | 2ms,H5391,Habakkuk,2,264
וְיִקְצ֖וּ,H6974,wə·yiq·ṣū,and will they not awaken,Conj‑w | V‑Qal‑ConjImperf‑3mp,H6974,Habakkuk,2,265
מְזַעְזְעֶ֑יךָ,H2111,mə·za‘·zə·‘e·ḵā;,who oppress you,V‑Piel‑Prtcpl‑mpc | 2ms,H2111,Habakkuk,2,266
וְהָיִ֥יתָ,H1961,wə·hā·yî·ṯā,and you will become,Conj‑w | V‑Qal‑ConjPerf‑2ms,H1961,Habakkuk,2,267
לִמְשִׁסּ֖וֹת,H4933,lim·šis·sō·wṯ,booty,Prep‑l | N‑fp,H4933,Habakkuk,2,268
אַתָּ֤ה,H859,’at·tāh,you,Pro‑2ms,H859,Habakkuk,2,269
שַׁלּ֙וֹתָ֙,H7997,šal·lō·w·ṯā,have plundered,V‑Qal‑Perf‑2ms,H7997,Habakkuk,2,270
גּוֹיִ֣ם,H1471,gō·w·yim,nations,N‑mp,H1471,Habakkuk,2,271
רַבִּ֔ים,H7227,"rab·bîm,",many,Adj‑mp,H7227,Habakkuk,2,272
יְשָׁלּ֖וּךָ,H7997,yə·šāl·lū·ḵā,shall plunder you,V‑Qal‑Imperf‑3mp | 2ms,H7997,Habakkuk,2,273
כָּל־,H3605,kāl-,all,N‑msc,H3605,Habakkuk,2,274
יֶ֣תֶר,H3499,ye·ṯer,the remnant,N‑msc,H3499,Habakkuk,2,275
עַמִּ֑ים,H5971,‘am·mîm;,of the people,N‑mp,H5971,Habakkuk,2,276
מִדְּמֵ֤י,H1818,mid·də·mê,because of blood,Prep‑m | N‑mpc,H1818,Habakkuk,2,277
אָדָם֙,H120,’ā·ḏām,of men,N‑ms,H120,Habakkuk,2,278
וַחֲמַס־,H2555,wa·ḥă·mas-,and the violence,Conj‑w | N‑msc,H2555,Habakkuk,2,279
אֶ֔רֶץ,H776,"’e·reṣ,",of the land,N‑fs,H776,Habakkuk,2,280
קִרְיָ֖ה,H7151,qir·yāh,[and] the city,N‑fs,H7151,Habakkuk,2,281
וְכָל־,H3605,wə·ḵāl,and of all,Conj‑w | N‑msc,H3605,Habakkuk,2,282
יֹ֥שְׁבֵי,H3427,yō·šə·ḇê,who dwell,V‑Qal‑Prtcpl‑mpc,H3427,Habakkuk,2,283
בֹּצֵ֛עַ,H1214,bō·ṣê·a‘,to him who covets,V‑Qal‑Prtcpl‑ms,H1214,Habakkuk,2,284
בֶּ֥צַע,H1215,be·ṣa‘,gain,N‑ms,H1215,Habakkuk,2,285
רָ֖ע,H7451,rā‘,evil,Adj‑ms,H7451,Habakkuk,2,286
לְבֵית֑וֹ,H1004,lə·ḇê·ṯōw;,for his house,Prep‑l | N‑msc | 3ms,H1004,Habakkuk,2,287
לָשׂ֤וּם,H7760,lā·śūm,that he may set,Prep‑l | V‑Qal‑Inf,H7760,Habakkuk,2,288
בַּמָּרוֹם֙,H4791,bam·mā·rō·wm,on high,"Prep‑b, Art | N‑ms",H4791,Habakkuk,2,289
קִנּ֔וֹ,H7064,"qin·nōw,",his nest,N‑msc | 3ms,H7064,Habakkuk,2,290
לְהִנָּצֵ֖ל,H5337,lə·hin·nā·ṣêl,that he may be delivered,Prep‑l | V‑Nifal‑Inf,H5337,Habakkuk,2,291
מִכַּף־,H3709,mik·kap̄-,from the hand,Prep‑m | N‑fs,H3709,Habakkuk,2,292
רָֽע׃,H7451,rā‘.,of disaster,Adj‑ms,H7451,Habakkuk,2,293
בֹּ֖שֶׁת,H1322,bō·šeṯ,shameful,N‑fs,H1322,Habakkuk,2,294
לְבֵיתֶ֑ךָ,H1004,lə·ḇê·ṯe·ḵā;,to your house,Prep‑l | N‑msc | 2ms,H1004,Habakkuk,2,295
קְצוֹת־,H7096,qə·ṣō·wṯ-,Cutting off,V‑Qal‑Inf,H7096,Habakkuk,2,296
עַמִּ֥ים,H5971,‘am·mîm,peoples,N‑mp,H5971,Habakkuk,2,297
רַבִּ֖ים,H7227,rab·bîm,many,Adj‑mp,H7227,Habakkuk,2,298
וְחוֹטֵ֥א,H2398,wə·ḥō·w·ṭê,and sin,Conj‑w | V‑Qal‑Prtcpl‑ms,H2398,Habakkuk,2,299
נַפְשֶֽׁךָ׃,H5315,nap̄·še·ḵā.,[against] your soul,N‑fsc | 2ms,H5315,Habakkuk,2,300
אֶ֖בֶן,H68,’e·ḇen,the stone,N‑fs,H68,Habakkuk,2,301
מִקִּ֣יר,H7023,miq·qîr,from the wall,Prep‑m | N‑ms,H7023,Habakkuk,2,302
תִּזְעָ֑ק,H2199,tiz·‘āq;,will cry out,V‑Qal‑Imperf‑3fs,H2199,Habakkuk,2,303
וְכָפִ֖יס,H3714,wə·ḵā·p̄îs,and the beam,Conj‑w | N‑ms,H3714,Habakkuk,2,304
מֵעֵ֥ץ,H6086,mê·‘êṣ,from the timbers,Prep‑m | N‑ms,H6086,Habakkuk,2,305
יַעֲנֶֽנָּה׃,H6030,ya·‘ă·nen·nāh.,will answer it,V‑Qal‑Imperf‑3ms | 3fse,H6030,Habakkuk,2,306
בֹּנֶ֥ה,H1129,bō·neh,to him who builds,V‑Qal‑Prtcpl‑ms,H1129,Habakkuk,2,307
עִ֖יר,H5892,‘îr,a town,N‑fs,H5892,Habakkuk,2,308
בְּדָמִ֑ים,H1818,bə·ḏā·mîm;,with bloodshed,Prep‑b | N‑mp,H1818,Habakkuk,2,309
וְכוֹנֵ֥ן,H3559,wə·ḵō·w·nên,and who establishes,Conj‑w | V‑Piel‑ConjPerf‑3ms,H3559,Habakkuk,2,310
קִרְיָ֖ה,H7151,qir·yāh,a city,N‑fs,H7151,Habakkuk,2,311
בְּעַוְלָֽה׃,H5766,bə·‘aw·lāh.,by iniquity,Prep‑b | N‑fs,H5766,Habakkuk,2,312
הִנֵּ֔ה,H2009,"hin·nêh,",behold,Interjection,H2009,Habakkuk,2,313
מֵאֵ֖ת,H853,mê·’êṯ,of,Prep‑m | DirObjM,H853,Habakkuk,2,314
יְהוָ֣ה,H3068,Yah·weh,Yahweh,N‑proper‑ms,H3068,Habakkuk,2,315
צְבָא֑וֹת,H6635,ṣə·ḇā·’ō·wṯ;,of hosts,N‑cp,H6635,Habakkuk,2,316
וְיִֽיגְע֤וּ,H3021,wə·yî·ḡə·‘ū,that labor,Conj‑w | V‑Qal‑ConjImperf‑3mp,H3021,Habakkuk,2,317
עַמִּים֙,H5971,‘am·mîm,the peoples,N‑mp,H5971,Habakkuk,2,318
בְּדֵי־,H1767,bə·ḏê-,to feed,Prep‑b | N‑msc,H1767,Habakkuk,2,319
אֵ֔שׁ,H784,"’êš,",the fire,N‑cs,H784,Habakkuk,2,320
וּלְאֻמִּ֖ים,H3816,ū·lə·’um·mîm,and nations,Conj‑w | N‑mp,H3816,Habakkuk,2,321
בְּדֵי־,H1767,bə·ḏê-,in,Prep‑b | N‑msc,H1767,Habakkuk,2,322
רִ֥יק,H7385,rîq,vain,N‑ms,H7385,Habakkuk,2,323
יִעָֽפוּ׃,H3286,yi·‘ā·p̄ū.,weary themselves,V‑Qal‑Imperf‑3mp,H3286,Habakkuk,2,324
תִּמָּלֵ֣א,H4390,tim·mā·lê,will be filled,V‑Nifal‑Imperf‑3fs,H4390,Habakkuk,2,325
הָאָ֔רֶץ,H776,"hā·’ā·reṣ,",the earth,Art | N‑fs,H776,Habakkuk,2,326
לָדַ֖עַת,H3045,lā·ḏa·‘aṯ,with the knowledge,Prep‑l | V‑Qal‑Inf,H3045,Habakkuk,2,327
אֶת־,H853,’eṯ-,of,DirObjM,H853,Habakkuk,2,328
כְּב֣וֹד,H3519,kə·ḇō·wḏ,the glory,N‑msc,H3519,Habakkuk,2,329
יְהוָ֑ה,H3068,Yah·weh;,of Yahweh,N‑proper‑ms,H3068,Habakkuk,2,330
כַּמַּ֖יִם,H4325,kam·ma·yim,as the waters,"Prep‑k, Art | N‑mp",H4325,Habakkuk,2,331
יְכַסּ֥וּ,H3680,yə·ḵas·sū,cover,V‑Piel‑Imperf‑3mp,H3680,Habakkuk,2,332
עַל־,H5921,‘al-,on,Prep,H5921,Habakkuk,2,333
יָֽם׃,H3220,yām.,the sea,N‑ms,H3220,Habakkuk,2,334
מַשְׁקֵ֣ה,H8248,maš·qêh,to him who gives drink to,V‑Hifil‑Prtcpl‑msc,H8248,Habakkuk,2,335
רֵעֵ֔הוּ,H7453,"rê·‘ê·hū,",his neighbor,N‑msc | 3ms,H7453,Habakkuk,2,336
מְסַפֵּ֥חַ,H5596,mə·sap·pê·aḥ,Pressing [him to],V‑Piel‑Prtcpl‑ms,H5596,Habakkuk,2,337
חֲמָתְךָ֖,H2573,ḥă·mā·ṯə·ḵā,your bottle,N‑fsc | 2ms,H2573,Habakkuk,2,338
וְאַ֣ף,H637,wə·’ap̄,and Even,Conj‑w | Conj,H637,Habakkuk,2,339
שַׁכֵּ֑ר,H7937,šak·kêr;,to make [him] drunk,V‑Piel‑InfAbs,H7937,Habakkuk,2,340
לְמַ֥עַן,H4616,lə·ma·‘an,that,Conj,H4616,Habakkuk,2,341
הַבִּ֖יט,H5027,hab·bîṭ,you may look,V‑Hifil‑Inf,H5027,Habakkuk,2,342
עַל־,H5921,‘al-,on,Prep,H5921,Habakkuk,2,343
מְעוֹרֵיהֶֽם׃,H4589,mə·‘ō·w·rê·hem.,his nakedness,N‑mpc | 3mp,H4589,Habakkuk,2,344
קָלוֹן֙,H7036,qā·lō·wn,with shame,N‑ms,H7036,Habakkuk,2,345
מִכָּב֔וֹד,H3519,"mik·kā·ḇō·wḏ,",instead of glory,Prep‑m | N‑ms,H3519,Habakkuk,2,346
שְׁתֵ֥ה,H8354,šə·ṯêh,Drink,V‑Qal‑Imp‑ms,H8354,Habakkuk,2,347
גַם־,H1571,ḡam-,also,Conj,H1571,Habakkuk,2,348
אַ֖תָּה,H859,’at·tāh,You,Pro‑2ms,H859,Habakkuk,2,349
וְהֵֽעָרֵ֑ל,H6188,wə·hê·‘ā·rêl;,and be exposed as uncircumcised,Conj‑w | V‑Nifal‑Imp‑ms,H6188,Habakkuk,2,350
תִּסּ֣וֹב,H5437,tis·sō·wḇ,[will be] turned,V‑Qal‑Imperf‑3fs,H5437,Habakkuk,2,351
עָלֶ֗יךָ,H5921,"‘ā·le·ḵā,",against you,Prep | 2ms,H5921,Habakkuk,2,352
כּ֚וֹס,H3563,kō·ws,the cup,N‑fsc,H3563,Habakkuk,2,353
יְמִ֣ין,H3225,yə·mîn,of the right hand,N‑fsc,H3225,Habakkuk,2,354
יְהוָ֔ה,H3068,"Yah·weh,",of Yahweh,N‑proper‑ms,H3068,Habakkuk,2,355
וְקִיקָל֖וֹן,H7022,wə·qî·qā·lō·wn,and utter shame will be,Conj‑w | N‑ms,H7022,Habakkuk,2,356
עַל־,H5921,‘al-,on,Prep,H5921,Habakkuk,2,357
כְּבוֹדֶֽךָ׃,H3519,kə·ḇō·w·ḏe·ḵā.,your glory,N‑msc | 2ms,H3519,Habakkuk,2,358
חֲמַ֤ס,H2555,ḥă·mas,the violence [done to],N‑msc,H2555,Habakkuk,2,359
לְבָנוֹן֙,H3844,lə·ḇā·nō·wn,Lebanon,N‑proper‑fs,H3844,Habakkuk,2,360
יְכַסֶּ֔ךָּ,H3680,"yə·ḵas·se·kā,",will cover you,V‑Piel‑Imperf‑3ms | 2mse,H3680,Habakkuk,2,361
וְשֹׁ֥ד,H7701,wə·šōḏ,and the plunder,Conj‑w | N‑msc,H7701,Habakkuk,2,362
בְּהֵמ֖וֹת,H929,bə·hê·mō·wṯ,of beasts,N‑fp,H929,Habakkuk,2,363
יְחִיתַ֑ן,H2865,yə·ḥî·ṯan;,[which] made them afraid,V‑Hifil‑Imperf‑3ms | 3fp,H2865,Habakkuk,2,364
מִדְּמֵ֤י,H1818,mid·də·mê,because of blood,Prep‑m | N‑mpc,H1818,Habakkuk,2,365
אָדָם֙,H120,’ā·ḏām,of men,N‑ms,H120,Habakkuk,2,366
וַחֲמַס־,H2555,wa·ḥă·mas-,and the violence,Conj‑w | N‑msc,H2555,Habakkuk,2,367
אֶ֔רֶץ,H776,"’e·reṣ,",of the land,N‑fs,H776,Habakkuk,2,368
קִרְיָ֖ה,H7151,qir·yāh,[and] the city,N‑fs,H7151,Habakkuk,2,369
וְכָל־,H3605,wə·ḵāl,and of all,Conj‑w | N‑msc,H3605,Habakkuk,2,370
יֹ֥שְׁבֵי,H3427,yō·šə·ḇê,who dwell,V‑Qal‑Prtcpl‑mpc,H3427,Habakkuk,2,371
הוֹעִ֣יל,H3276,hō·w·‘îl,profit is,V‑Hifil‑Perf‑3ms,H3276,Habakkuk,2,372
פֶּ֗סֶל,H6459,"pe·sel,",the image,N‑ms,H6459,Habakkuk,2,373
כִּ֤י,H3588,kî,that,Conj,H3588,Habakkuk,2,374
פְסָלוֹ֙,H6458,p̄ə·sā·lōw,should carve it,V‑Qal‑Perf‑3ms | 3ms,H6458,Habakkuk,2,375
יֹֽצְר֔וֹ,H3336,"yō·ṣə·rōw,",its maker,V‑Qal‑Prtcpl‑msc | 3ms,H3336,Habakkuk,2,376
מַסֵּכָ֖ה,H4541,mas·sê·ḵāh,the molded image,N‑fs,H4541,Habakkuk,2,377
וּמ֣וֹרֶה,H3384,ū·mō·w·reh,and a teacher,Conj‑w | V‑Hifil‑Prtcpl‑ms,H3384,Habakkuk,2,378
שָּׁ֑קֶר,H8267,šā·qer;,of lies,N‑ms,H8267,Habakkuk,2,379
כִּ֣י,H3588,kî,that,Conj,H3588,Habakkuk,2,380
בָטַ֞ח,H982,ḇā·ṭaḥ,should trust,V‑Qal‑Perf‑3ms,H982,Habakkuk,2,381
יֹצֵ֤ר,H3335,yō·ṣêr,the maker,V‑Qal‑Prtcpl‑ms,H3335,Habakkuk,2,382
יִצְרוֹ֙,H3335,yiṣ·rōw,of its mold,N‑msc | 3ms,H3335,Habakkuk,2,383
עָלָ֔יו,H5921,"‘ā·lāw,",in it,Prep | 3ms,H5921,Habakkuk,2,384
לַעֲשׂ֖וֹת,H6213,la·‘ă·śō·wṯ,to make,Prep‑l | V‑Qal‑Inf,H6213,Habakkuk,2,385
אֱלִילִ֥ים,H457,’ĕ·lî·lîm,idols,N‑mp,H457,Habakkuk,2,386
אִלְּמִֽים׃,H483,’il·lə·mîm.,mute,Adj‑mp,H483,Habakkuk,2,387
אֹמֵ֤ר,H559,’ō·mêr,to him who says,V‑Qal‑Prtcpl‑ms,H559,Habakkuk,2,388
לָעֵץ֙,H6086,lā·‘êṣ,to wood,"Prep‑l, Art | N‑ms",H6086,Habakkuk,2,389
הָקִ֔יצָה,H6974,"hā·qî·ṣāh,",Awake,V‑Hifil‑Imp‑ms | 3fs,H6974,Habakkuk,2,390
ע֖וּרִי,H5782,‘ū·rî,Arise,V‑Qal‑Imp‑fs,H5782,Habakkuk,2,391
לְאֶ֣בֶן,H68,lə·’e·ḇen,to stone,Prep‑l | N‑fsc,H68,Habakkuk,2,392
דּוּמָ֑ם,H1748,dū·mām;,silent,Adv,H1748,Habakkuk,2,393
ה֣וּא,H1931,hū,it,Pro‑3ms,H1931,Habakkuk,2,394
יוֹרֶ֔ה,H3384,"yō·w·reh,",shall teach,V‑Hifil‑Imperf‑3ms,H3384,Habakkuk,2,395
הִנֵּה־,H2009,hin·nêh-,behold,Interjection,H2009,Habakkuk,2,396
ה֗וּא,H1931,"hū,",it [is],Pro‑3ms,H1931,Habakkuk,2,397
תָּפוּשׂ֙,H8610,tā·p̄ūś,overlaid,V‑Qal‑QalPassPrtcpl‑ms,H8610,Habakkuk,2,398
זָהָ֣ב,H2091,zā·hāḇ,with gold,N‑ms,H2091,Habakkuk,2,399
וָכֶ֔סֶף,H3701,"wā·ḵe·sep̄,",and silver,Conj‑w | N‑ms,H3701,Habakkuk,2,400
